Num,Region,Year,Series,Value,Footnotes,Source
120,Cameroon,2015,"Kidnapping at the national level, rate per 100,000",4.2280,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
120,Cameroon,2015,"Theft at the national level, rate per 100,000 population",69.9200,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
120,Cameroon,2015,"Robbery at the national level, rate per 100,000 population",20.6240,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
120,Cameroon,2016,"Intentional homicide rates per 100,000",1.1535,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
120,Cameroon,2016,"Percentage of male and female intentional homicide victims, Male",1.4134,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
120,Cameroon,2016,"Percentage of male and female intentional homicide victims, Female",0.8940,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
120,Cameroon,2016,"Assault rate per 100,000 population",7.7300,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
120,Cameroon,2016,"Kidnapping at the national level, rate per 100,000",2.3910,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
120,Cameroon,2016,"Robbery at the national level, rate per 100,000 population",17.5990,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
120,Cameroon,2017,"Intentional homicide rates per 100,000",1.3881,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
120,Cameroon,2017,"Assault rate per 100,000 population",18.1500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
120,Cameroon,2017,"Kidnapping at the national level, rate per 100,000",3.4970,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
120,Cameroon,2017,"Robbery at the national level, rate per 100,000 population",18.1470,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2005,"Intentional homicide rates per 100,000",2.0644,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2005,"Percentage of male and female intentional homicide victims, Male",3.0353,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2005,"Percentage of male and female intentional homicide victims, Female",1.1098,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2005,"Assault rate per 100,000 population",166.1800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2005,"Kidnapping at the national level, rate per 100,000",12.1130,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2005,"Theft at the national level, rate per 100,000 population",2039.1900,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2005,"Total Sexual Violence at the national level, rate per 100,000",81.9180,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2010,"Intentional homicide rates per 100,000",1.6282,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2010,"Percentage of male and female intentional homicide victims, Male",2.3712,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2010,"Percentage of male and female intentional homicide victims, Female",0.8967,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2010,"Assault rate per 100,000 population",162.3400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2010,"Kidnapping at the national level, rate per 100,000",12.5950,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2010,"Theft at the national level, rate per 100,000 population",1593.7400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2010,"Robbery at the national level, rate per 100,000 population",89.2530,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2010,"Total Sexual Violence at the national level, rate per 100,000",78.7630,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2016,"Intentional homicide rates per 100,000",1.6821,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2016,"Percentage of male and female intentional homicide victims, Male",2.5496,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2016,"Percentage of male and female intentional homicide victims, Female",0.8288,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2016,"Assault rate per 100,000 population",146.8000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2016,"Kidnapping at the national level, rate per 100,000",10.3760,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2016,"Theft at the national level, rate per 100,000 population",1404.6500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2016,"Robbery at the national level, rate per 100,000 population",60.3520,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2016,"Total Sexual Violence at the national level, rate per 100,000",83.8000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2017,"Intentional homicide rates per 100,000",1.7968,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2017,"Percentage of male and female intentional homicide victims, Male",2.6703,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2017,"Percentage of male and female intentional homicide victims, Female",0.9373,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2017,"Assault rate per 100,000 population",150.8100,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2017,"Kidnapping at the national level, rate per 100,000",10.2850,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2017,"Robbery at the national level, rate per 100,000 population",61.9050,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
124,Canada,2017,"Total Sexual Violence at the national level, rate per 100,000",95.2520,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
136,Cayman Islands,2005,"Intentional homicide rates per 100,000",6.0900,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
136,Cayman Islands,2005,"Percentage of male and female intentional homicide victims, Female",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
136,Cayman Islands,2006,"Intentional homicide rates per 100,000",1.9713,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
136,Cayman Islands,2006,"Percentage of male and female intentional homicide victims, Male",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
136,Cayman Islands,2010,"Intentional homicide rates per 100,000",15.8809,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
136,Cayman Islands,2010,"Percentage of male and female intentional homicide victims, Female",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
136,Cayman Islands,2014,"Intentional homicide rates per 100,000",8.2172,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
136,Cayman Islands,2014,"Percentage of male and female intentional homicide victims, Female",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
140,Central African Republic,2016,"Intentional homicide rates per 100,000",20.1204,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
140,Central African Republic,2016,"Percentage of male and female intentional homicide victims, Male",29.7932,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
140,Central African Republic,2016,"Percentage of male and female intentional homicide victims, Female",10.6167,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
830,Channel Islands,2005,"Intentional homicide rates per 100,000",0.6593,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
830,Channel Islands,2010,"Intentional homicide rates per 100,000",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2005,"Intentional homicide rates per 100,000",3.5594,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2005,"Percentage of male and female intentional homicide victims, Male",6.1912,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2005,"Percentage of male and female intentional homicide victims, Female",1.0098,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2005,"Kidnapping at the national level, rate per 100,000",0.9330,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2005,"Theft at the national level, rate per 100,000 population",959.4600,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2010,"Intentional homicide rates per 100,000",3.1707,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2010,"Percentage of male and female intentional homicide victims, Male",5.2995,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2010,"Percentage of male and female intentional homicide victims, Female",1.1078,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2010,"Assault rate per 100,000 population",130.4500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2010,"Kidnapping at the national level, rate per 100,000",1.5180,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2010,"Theft at the national level, rate per 100,000 population",1095.8300,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2010,"Robbery at the national level, rate per 100,000 population",478.6200,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2010,"Total Sexual Violence at the national level, rate per 100,000",76.2410,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2016,"Intentional homicide rates per 100,000",3.3610,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2016,"Percentage of male and female intentional homicide victims, Male",5.8354,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2016,"Percentage of male and female intentional homicide victims, Female",0.9611,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2016,"Assault rate per 100,000 population",65.9400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2016,"Kidnapping at the national level, rate per 100,000",1.8560,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2016,"Theft at the national level, rate per 100,000 population",952.9800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2016,"Robbery at the national level, rate per 100,000 population",636.3890,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2016,"Total Sexual Violence at the national level, rate per 100,000",67.3460,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2017,"Intentional homicide rates per 100,000",4.2176,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2017,"Percentage of male and female intentional homicide victims, Male",7.3978,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2017,"Percentage of male and female intentional homicide victims, Female",1.1309,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2017,"Assault rate per 100,000 population",59.3900,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2017,"Kidnapping at the national level, rate per 100,000",1.6240,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2017,"Robbery at the national level, rate per 100,000 population",633.4810,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
152,Chile,2017,"Total Sexual Violence at the national level, rate per 100,000",69.4910,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
156,China,2005,"Intentional homicide rates per 100,000",1.5607,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
156,China,2010,"Intentional homicide rates per 100,000",0.9797,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
156,China,2017,"Intentional homicide rates per 100,000",0.5623,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2005,"Intentional homicide rates per 100,000",0.5022,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2005,"Percentage of male and female intentional homicide victims, Male",0.6457,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2005,"Percentage of male and female intentional homicide victims, Female",0.3696,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2005,"Assault rate per 100,000 population",119.5100,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2005,"Kidnapping at the national level, rate per 100,000",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2005,"Theft at the national level, rate per 100,000 population",520.1300,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2005,"Total Sexual Violence at the national level, rate per 100,000",21.5660,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2010,"Intentional homicide rates per 100,000",0.5024,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2010,"Percentage of male and female intentional homicide victims, Male",0.4883,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2010,"Percentage of male and female intentional homicide victims, Female",0.5149,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2010,"Assault rate per 100,000 population",109.1300,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2010,"Kidnapping at the national level, rate per 100,000",0.0140,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2010,"Theft at the national level, rate per 100,000 population",493.0100,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2010,"Robbery at the national level, rate per 100,000 population",11.1690,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2010,"Total Sexual Violence at the national level, rate per 100,000",26.3570,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2013,"Intentional homicide rates per 100,000",0.8746,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2013,"Percentage of male and female intentional homicide victims, Male",0.7565,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2013,"Percentage of male and female intentional homicide victims, Female",0.9778,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2013,"Assault rate per 100,000 population",93.4300,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2013,"Kidnapping at the national level, rate per 100,000",0.0140,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2013,"Theft at the national level, rate per 100,000 population",445.7300,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2013,"Robbery at the national level, rate per 100,000 population",7.0530,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2013,"Total Sexual Violence at the national level, rate per 100,000",25.1230,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2017,"Intentional homicide rates per 100,000",0.3285,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2017,"Percentage of male and female intentional homicide victims, Male",0.2668,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
344,"China, Hong Kong SAR",2017,"Percentage of male and female intentional homicide victims, Female",0.3814,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2005,"Intentional homicide rates per 100,000",0.8284,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2010,"Intentional homicide rates per 100,000",0.3716,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2010,"Percentage of male and female intentional homicide victims, Male",0.7742,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2010,"Percentage of male and female intentional homicide victims, Female",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2010,"Assault rate per 100,000 population",341.2600,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2010,"Kidnapping at the national level, rate per 100,000",0.3720,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2010,"Theft at the national level, rate per 100,000 population",522.6800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2010,"Robbery at the national level, rate per 100,000 population",33.0860,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2010,"Total Sexual Violence at the national level, rate per 100,000",8.3640,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2016,"Intentional homicide rates per 100,000",0.1632,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2016,"Percentage of male and female intentional homicide victims, Male",0.3401,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2016,"Percentage of male and female intentional homicide victims, Female",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2016,"Assault rate per 100,000 population",279.4500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2016,"Kidnapping at the national level, rate per 100,000",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2016,"Theft at the national level, rate per 100,000 population",478.3000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2016,"Robbery at the national level, rate per 100,000 population",15.9870,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2016,"Total Sexual Violence at the national level, rate per 100,000",9.4620,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2017,"Intentional homicide rates per 100,000",0.3212,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2017,"Percentage of male and female intentional homicide victims, Male",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2017,"Percentage of male and female intentional homicide victims, Female",0.6178,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2017,"Assault rate per 100,000 population",279.7800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2017,"Kidnapping at the national level, rate per 100,000",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2017,"Robbery at the national level, rate per 100,000 population",17.3350,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
446,"China, Macao SAR",2017,"Total Sexual Violence at the national level, rate per 100,000",10.2730,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2005,"Intentional homicide rates per 100,000",42.4665,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2005,"Percentage of male and female intentional homicide victims, Male",79.5126,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2005,"Percentage of male and female intentional homicide victims, Female",6.8608,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2005,"Assault rate per 100,000 population",71.3200,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2005,"Kidnapping at the national level, rate per 100,000",1.8760,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2005,"Theft at the national level, rate per 100,000 population",161.1800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2005,"Total Sexual Violence at the national level, rate per 100,000",10.7670,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2010,"Intentional homicide rates per 100,000",34.1842,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2010,"Percentage of male and female intentional homicide victims, Male",64.2293,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2010,"Percentage of male and female intentional homicide victims, Female",5.3159,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2010,"Assault rate per 100,000 population",117.5100,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2010,"Kidnapping at the national level, rate per 100,000",0.6240,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2010,"Theft at the national level, rate per 100,000 population",203.0400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2010,"Robbery at the national level, rate per 100,000 population",135.8580,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2010,"Total Sexual Violence at the national level, rate per 100,000",15.0520,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2016,"Intentional homicide rates per 100,000",25.7436,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2016,"Percentage of male and female intentional homicide victims, Male",48.1155,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2016,"Percentage of male and female intentional homicide victims, Female",4.2269,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2016,"Assault rate per 100,000 population",372.8200,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2016,"Kidnapping at the national level, rate per 100,000",0.4300,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2016,"Theft at the national level, rate per 100,000 population",179.6900,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2016,"Robbery at the national level, rate per 100,000 population",304.3940,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2016,"Total Sexual Violence at the national level, rate per 100,000",44.4190,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2017,"Intentional homicide rates per 100,000",25.0195,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2017,"Percentage of male and female intentional homicide victims, Male",46.5192,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2017,"Percentage of male and female intentional homicide victims, Female",4.3219,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2017,"Assault rate per 100,000 population",250.5500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2017,"Kidnapping at the national level, rate per 100,000",0.3990,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
170,Colombia,2017,"Robbery at the national level, rate per 100,000 population",244.3900,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
