Region,Year,CrimeRate,EducationRate,CrimeInfo,EducationInfo,Gender
France,2017,154.342,2532.831,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
France,2017,154.342,6058.33,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
France,2017,154.342,4309.942,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
France,2017,64.388,2532.831,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
France,2017,64.388,6058.33,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
France,2017,64.388,4309.942,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Georgia,2014,2.6764,120.923,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Georgia,2014,2.6764,281.739,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Georgia,2014,2.6764,285.329,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Georgia,2014,5.65,120.923,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Georgia,2014,5.65,281.739,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Georgia,2014,5.65,285.329,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Georgia,2014,236.88,120.923,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Georgia,2014,236.88,281.739,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Georgia,2014,236.88,285.329,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Georgia,2014,11.673,120.923,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Georgia,2014,11.673,281.739,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Georgia,2014,11.673,285.329,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Georgia,2014,3.247,120.923,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Georgia,2014,3.247,281.739,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Georgia,2014,3.247,285.329,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Georgia,2016,0.9712,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Germany,2010,0.9811,7663.755,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Germany,2010,0.9811,3067.521,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Germany,2010,176.8,7663.755,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Germany,2010,176.8,3067.521,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Germany,2010,6.059,7663.755,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Germany,2010,6.059,3067.521,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Germany,2010,1509.38,7663.755,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Germany,2010,1509.38,3067.521,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Germany,2010,59.591,7663.755,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Germany,2010,59.591,3067.521,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Germany,2010,45.24,7663.755,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Germany,2010,45.24,3067.521,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Germany,2016,1.2208,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Germany,2016,1.1239,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Greece,2005,1.5771,80.8205,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Greece,2005,1.5771,103.1407,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Greece,2005,1.5771,98.8717,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Greece,2017,1.2143,136.232,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Greece,2017,1.2143,107.4995,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Greece,2017,1.2143,99.5393,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Grenada,2010,3.8052,118.609,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Grenada,2010,3.8052,113.8788,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Guadeloupe,2009,2.4905,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Guatemala,2012,7.3789,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Guinea-Bissau,2017,1.1487,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Honduras,2017,8.3012,28.1297,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
Honduras,2017,8.3012,55.8564,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Honduras,2017,8.3012,91.5059,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Jamaica,2008,11.7791,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Jamaica,2016,84.4231,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Japan,2005,0.5011,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Japan,2005,46.99,NULL,"Assault rate per 100,000 population",NULL,NULL
Japan,2005,0.216,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Japan,2005,719.5,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
Japan,2005,8.437,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Japan,2016,0.3015,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Jordan,2012,1.9901,306.63,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Jordan,2012,1.9901,724.356,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Jordan,2012,1.9901,849.39,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Jordan,2012,166.98,306.63,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Jordan,2012,166.98,724.356,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Jordan,2012,166.98,849.39,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Kenya,2005,2.9586,113.532,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Kenya,2005,2.9586,2468.483,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Kenya,2005,2.9586,6075.706,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Kenya,2005,34.72,113.532,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Kenya,2005,34.72,2468.483,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Kenya,2005,34.72,6075.706,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Kenya,2005,0.415,113.532,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Kenya,2005,0.415,2468.483,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Kenya,2005,0.415,6075.706,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Kenya,2005,33.31,113.532,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Kenya,2005,33.31,2468.483,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Kenya,2005,33.31,6075.706,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Kenya,2005,7.072,113.532,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Kenya,2005,7.072,2468.483,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Kenya,2005,7.072,6075.706,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Kuwait,2010,1.0301,98.7652,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Kuwait,2010,1.0301,101.207,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Kyrgyzstan,2005,9.6742,220.46,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Kyrgyzstan,2005,9.6742,721.205,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Kyrgyzstan,2005,9.6742,434.155,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Kyrgyzstan,2005,5.2,220.46,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Kyrgyzstan,2005,5.2,721.205,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Kyrgyzstan,2005,5.2,434.155,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Kyrgyzstan,2005,0.473,220.46,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Kyrgyzstan,2005,0.473,721.205,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Kyrgyzstan,2005,0.473,434.155,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Kyrgyzstan,2005,243.05,220.46,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Kyrgyzstan,2005,243.05,721.205,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Kyrgyzstan,2005,243.05,434.155,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Latvia,2016,3.1821,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Liechtenstein,2010,0,27.3576,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
Liechtenstein,2010,0,100,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Liechtenstein,2010,0,102.3374,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Lithuania,2010,10.0142,69.1593,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Lithuania,2010,10.0142,105.9713,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Lithuania,2010,10.0142,100.981,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Luxembourg,2004,0.4488,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Malta,2017,3.6452,46.0326,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Malta,2017,3.6452,104.8343,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Malta,2017,3.6452,104.9007,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Mexico,2017,25.709,4430.248,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Mexico,2017,25.709,14034.552,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Mexico,2017,25.709,14182.288,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Mexico,2017,43.97,4430.248,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Mexico,2017,43.97,14034.552,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Mexico,2017,43.97,14182.288,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Mexico,2017,1.299,4430.248,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Mexico,2017,1.299,14034.552,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Mexico,2017,1.299,14182.288,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Mexico,2017,179.213,4430.248,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Mexico,2017,179.213,14034.552,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Mexico,2017,179.213,14182.288,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Mexico,2017,29.251,4430.248,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Mexico,2017,29.251,14034.552,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Mexico,2017,29.251,14182.288,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Mongolia,2016,2.5216,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Montenegro,2016,0.9458,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Myanmar,2013,2.3875,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Myanmar,2013,9.65,NULL,"Assault rate per 100,000 population",NULL,NULL
Myanmar,2013,0.004,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Myanmar,2013,5.21,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
Myanmar,2013,0.233,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
Myanmar,2013,0.694,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Myanmar,2016,3.8801,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
North Macedonia,2014,2.4051,34.0353,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
North Macedonia,2014,2.4051,81.7654,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
North Macedonia,2014,2.4051,91.8016,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Panama,2016,10.032,161.102,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Panama,2016,10.032,344.79,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Panama,2016,10.032,408.961,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Panama,2016,62.2,161.102,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Panama,2016,62.2,344.79,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Panama,2016,62.2,408.961,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Panama,2016,0.57,161.102,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Panama,2016,0.57,344.79,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Panama,2016,0.57,408.961,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Panama,2016,395.91,161.102,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Panama,2016,395.91,344.79,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Panama,2016,395.91,408.961,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Panama,2016,191.281,161.102,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Panama,2016,191.281,344.79,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Panama,2016,191.281,408.961,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Panama,2016,80.431,161.102,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Panama,2016,80.431,344.79,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Panama,2016,80.431,408.961,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Peru,2016,12.4849,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Philippines,2005,7.4531,2402.649,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Philippines,2005,7.4531,6352.482,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Philippines,2005,7.4531,13083.744,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Philippines,2005,0.051,2402.649,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Philippines,2005,0.051,6352.482,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Philippines,2005,0.051,13083.744,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Philippines,2005,12.94,2402.649,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Philippines,2005,12.94,6352.482,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Philippines,2005,12.94,13083.744,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Poland,2015,0.7835,1665.305,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Poland,2015,0.7835,2548.405,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Poland,2015,18.29,1665.305,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Poland,2015,18.29,2548.405,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Poland,2015,0.647,1665.305,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Poland,2015,0.647,2548.405,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Poland,2015,381.84,1665.305,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Poland,2015,381.84,2548.405,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Poland,2015,26.844,1665.305,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Poland,2015,26.844,2548.405,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Poland,2015,7.244,1665.305,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Poland,2015,7.244,2548.405,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Poland,2016,0.3627,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Portugal,2005,2.0106,48.182,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Portugal,2005,2.0106,93.3793,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Portugal,2005,2.0106,120.888,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Portugal,2010,1.1702,383.627,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Portugal,2010,1.1702,720.688,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Portugal,2010,1.1702,733.515,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Portugal,2010,8.14,383.627,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Portugal,2010,8.14,720.688,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Portugal,2010,8.14,733.515,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Portugal,2010,4.728,383.627,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Portugal,2010,4.728,720.688,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Portugal,2010,4.728,733.515,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Portugal,2010,1088.84,383.627,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Portugal,2010,1088.84,720.688,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Portugal,2010,1088.84,733.515,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Portugal,2010,192.922,383.627,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Portugal,2010,192.922,720.688,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Portugal,2010,192.922,733.515,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Portugal,2010,20.196,383.627,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Portugal,2010,20.196,720.688,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Portugal,2010,20.196,733.515,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Réunion,2005,1.8239,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Saint Lucia,2004,22.8648,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Saint Vincent & Grenadines,2010,39.926,105.5319,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Saint Vincent & Grenadines,2010,39.926,111.8928,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Sao Tome and Principe,2004,0.65,NULL,"Assault rate per 100,000 population",NULL,NULL
Saudi Arabia,2005,1.2471,603.771,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Saudi Arabia,2005,1.2471,2609.567,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Saudi Arabia,2005,1.2471,3097.604,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Saudi Arabia,2007,1.0522,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Serbia,2005,0.9589,50.0615,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
Serbia,2005,0.9589,89.954,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Serbia,2005,0.9589,103.0238,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Serbia,2017,1.0646,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Serbia,2017,14.54,NULL,"Assault rate per 100,000 population",NULL,NULL
Serbia,2017,0.136,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Serbia,2017,20.713,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
Serbia,2017,3.545,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Seychelles,2004,18.7962,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Slovenia,2010,0.7341,114.873,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Slovenia,2010,0.7341,138.354,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Slovenia,2010,0.7341,106.883,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Slovenia,2010,106.8,114.873,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Slovenia,2010,106.8,138.354,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Slovenia,2010,106.8,106.883,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Slovenia,2010,0.196,114.873,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Slovenia,2010,0.196,138.354,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Slovenia,2010,0.196,106.883,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Slovenia,2010,1415.12,114.873,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Slovenia,2010,1415.12,138.354,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Slovenia,2010,1415.12,106.883,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Slovenia,2010,22.663,114.873,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Slovenia,2010,22.663,138.354,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Slovenia,2010,22.663,106.883,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Slovenia,2010,18.355,114.873,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Slovenia,2010,18.355,138.354,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Slovenia,2010,18.355,106.883,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Slovenia,2016,0.7759,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Slovenia,2016,0.1917,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Spain,2010,0.8544,1878.973,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Spain,2010,0.8544,3185.008,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Spain,2010,0.8544,2720.989,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Spain,2010,53.43,1878.973,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Spain,2010,53.43,3185.008,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Spain,2010,53.43,2720.989,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Spain,2010,0.271,1878.973,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Spain,2010,0.271,3185.008,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Spain,2010,0.271,2720.989,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Spain,2010,308.15,1878.973,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Spain,2010,308.15,3185.008,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Spain,2010,308.15,2720.989,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Spain,2010,179.862,1878.973,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Spain,2010,179.862,3185.008,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Spain,2010,179.862,2720.989,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Spain,2010,21.218,1878.973,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Spain,2010,21.218,3185.008,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Spain,2010,21.218,2720.989,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Sweden,2017,1.7354,52.7214,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Sweden,2017,1.7354,148.1177,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Sweden,2017,1.7354,125.751,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Switzerland,2016,0.4819,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Turkey,2010,1.7246,80.525,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Turkey,2010,1.7246,100.5778,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Turkey,2016,3.3384,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Turkey,2016,87.56,NULL,"Assault rate per 100,000 population",NULL,NULL
Turkey,2016,212.85,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
